Batch:
	Timestamp: 2022-01-24 03:50:00
	Sources: ['inet-firewall_logs_dnsmasq.log', 'inet-dns_logs_dnsmasq.log', 'monitoring_logs_logstash_intranet-server_2022-01-24-system.cpu.log']
	Labels: ['dnsteal-received', 'dnsteal', 'attacker']
	213422 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:39:54  |  Jan 24 03....8.230.122
	213423 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:39:54  |  Jan 24 03....8.194.168
	293 | LOG NAME= monitoring_logs_logstash_intranet-server_2022-01-24-system.cpu.log  |  TIMESTAMP= 2022-01-24 03:40:07  |  host=intr....teal=0.1%
	219737 | LOG NAME= inet-firewall_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:07  |  Jan 24 03....143.0.103
	219738 | LOG NAME= inet-firewall_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:07  |  Jan 24 03....8.231.254
	219739 | LOG NAME= inet-firewall_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:07  |  Jan 24 03....8.194.168
	213424 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:07  |  Jan 24 03....168.230.4
	213425 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:07  |  Jan 24 03....8.230.122
	213426 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:07  |  Jan 24 03....8.194.168
	219740 | LOG NAME= inet-firewall_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:25  |  Jan 24 03....143.0.103
	219741 | LOG NAME= inet-firewall_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:25  |  Jan 24 03....8.231.254
	219742 | LOG NAME= inet-firewall_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:25  |  Jan 24 03....8.194.168
	213427 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:25  |  Jan 24 03....168.230.4
	213428 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:25  |  Jan 24 03....8.230.122
	213429 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:25  |  Jan 24 03....8.194.168
	219743 | LOG NAME= inet-firewall_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:37  |  Jan 24 03....143.0.103
	219744 | LOG NAME= inet-firewall_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:37  |  Jan 24 03....8.231.254
	219745 | LOG NAME= inet-firewall_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:37  |  Jan 24 03....8.194.168
	213430 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:37  |  Jan 24 03....168.230.4
	213431 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:37  |  Jan 24 03....8.230.122
{'malicious': 'True', 'reason': "The logs show multiple queries for external IP addresses (195.128.194.168) from internal sources (192.168.230.4 and 192.168.230.4), which could indicate reconnaissance activities, as per the MITRE ATT&CK 'Gather Victim Network Information: IP Addresses' technique. While there's no explicit sign of compromise here, the frequency and nature of these queries suggest that further investigation is warranted to confirm if this activity aligns with normal business operations or if it's indicative of malicious reconnaissance."}

Batch:
	Timestamp: 2022-01-24 03:50:00
	Sources: ['inet-firewall_logs_dnsmasq.log', 'inet-dns_logs_dnsmasq.log', 'monitoring_logs_logstash_intranet-server_2022-01-24-system.cpu.log']
	Labels: ['dnsteal-received', 'dnsteal', 'attacker']
	213430 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:37  |  Jan 24 03....168.230.4
	213431 | LOG NAME= inet-dns_logs_dnsmasq.log  |  TIMESTAMP= 2022-01-24 03:40:37  |  Jan 24 03....8.230.122
